response_set,response_id,parent_response_id,date_time,page,question,response,optional_text,user,branch,desk,library
3807133,8745151,,8/27/14 10:09,Reference,Question Type,Where is?,,litz1,Education & Behavioral Sciences,EBSL Desk,Pennsylvania State University
3807133,8745152,,8/27/14 10:09,Reference,Question Type,Policy & Service < 5 mins,,litz1,Education & Behavioral Sciences,EBSL Desk,Pennsylvania State University
3807133,8745153,,8/27/14 10:09,Reference,Question Type,Reference < 5 mins,,litz1,Education & Behavioral Sciences,EBSL Desk,Pennsylvania State University
3807133,8745155,,8/27/14 10:09,Reference,Contact Type,In-person,,litz1,Education & Behavioral Sciences,EBSL Desk,Pennsylvania State University
3807133,8745154,,8/27/14 10:09,Reference,Notes:,,,litz1,Education & Behavioral Sciences,EBSL Desk,Pennsylvania State University
3807135,8745159,,8/27/14 10:09,Reference,Question Type,Reference < 5 mins,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807135,8745161,,8/27/14 10:09,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807135,8745160,,8/27/14 10:09,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807136,8745162,,8/27/14 10:10,Reference,Question Type,Reference < 5 mins,,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807136,8745164,,8/27/14 10:10,Reference,Contact Type,In-person,,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807136,8745163,,8/27/14 10:10,Reference,Notes:,,,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807137,8745165,,8/27/14 10:10,Reference,Question Type,Reference < 5 mins,,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807137,8745167,,8/27/14 10:10,Reference,Contact Type,In-person,,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807137,8745166,,8/27/14 10:10,Reference,Notes:,,,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807138,8745168,,8/27/14 10:10,Reference,Question Type,Reference < 5 mins,,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807138,8745170,,8/27/14 10:10,Reference,Contact Type,In-person,,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807138,8745169,,8/27/14 10:10,Reference,Notes:,,,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807139,8745171,,8/27/14 10:10,Reference,Question Type,Where is?,,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807139,8745173,,8/27/14 10:10,Reference,Contact Type,In-person,,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807139,8745172,,8/27/14 10:10,Reference,Notes:,,,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807140,8745174,,8/27/14 10:10,Reference,Question Type,Reference 5 - 15 mins,,fox01,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807140,8745176,,8/27/14 10:10,Reference,Contact Type,In-person,,fox01,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807140,8745175,,8/27/14 10:10,Reference,Notes:,,,fox01,Knowledge Commons,KC Service Desk 1,Pennsylvania State University
3807143,8745183,,8/27/14 10:11,Reference,Question Type,Where is?,,weav2,Arts & Humanities,A&H MMC Desk,Pennsylvania State University
3807143,8745185,,8/27/14 10:11,Reference,Contact Type,In-person,,weav2,Arts & Humanities,A&H MMC Desk,Pennsylvania State University
3807143,8745184,,8/27/14 10:11,Reference,Notes:,,,weav2,Arts & Humanities,A&H MMC Desk,Pennsylvania State University
3807144,8745186,,8/27/14 10:12,Reference,Question Type,Reference < 5 mins,,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807144,8745188,,8/27/14 10:12,Reference,Contact Type,In-person,,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807144,8745187,,8/27/14 10:12,Reference,Notes:,,,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807145,8745189,,8/27/14 10:12,Reference,Question Type,Reference < 5 mins,,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807145,8745191,,8/27/14 10:12,Reference,Contact Type,In-person,,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807145,8745190,,8/27/14 10:12,Reference,Notes:,,,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807146,8745192,,8/27/14 10:12,Reference,Question Type,Where is?,,ross1,Research Hub,Research Hub Desk,Pennsylvania State University
3807146,8745193,,8/27/14 10:12,Reference,Question Type,Reference < 5 mins,,ross1,Research Hub,Research Hub Desk,Pennsylvania State University
3807146,8745195,,8/27/14 10:12,Reference,Contact Type,In-person,,ross1,Research Hub,Research Hub Desk,Pennsylvania State University
3807146,8745194,,8/27/14 10:12,Reference,Notes:,,,ross1,Research Hub,Research Hub Desk,Pennsylvania State University
3807148,8745199,,8/27/14 10:12,Reference,Question Type,Reference < 5 mins,,pete7,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807148,8745201,,8/27/14 10:12,Reference,Contact Type,In-person,,pete7,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807148,8745200,,8/27/14 10:12,Reference,Notes:,,Help finding class textbook in LionSearch.,pete7,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807149,8745202,,8/27/14 10:12,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807149,8745204,,8/27/14 10:12,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807149,8745203,,8/27/14 10:12,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807151,8745208,,8/27/14 10:13,Reference,Question Type,Policy & Service < 5 mins,,pete1,Engineering,ENG Desk,Pennsylvania State University
3807151,8745210,,8/27/14 10:13,Reference,Contact Type,In-person,,pete1,Engineering,ENG Desk,Pennsylvania State University
3807151,8745209,,8/27/14 10:13,Reference,Notes:,,,pete1,Engineering,ENG Desk,Pennsylvania State University
3807153,8745214,,8/27/14 10:13,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807153,8745216,,8/27/14 10:13,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807153,8745215,,8/27/14 10:13,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807155,8745220,,8/27/14 10:14,Reference,Question Type,Policy & Service < 5 mins,,buhi1,Life Sciences,LSL Desk,Pennsylvania State University
3807155,8745222,,8/27/14 10:14,Reference,Contact Type,In-person,,buhi1,Life Sciences,LSL Desk,Pennsylvania State University
3807155,8745221,,8/27/14 10:14,Reference,Notes:,,,buhi1,Life Sciences,LSL Desk,Pennsylvania State University
3807156,8745223,,8/27/14 10:14,Reference,Question Type,Policy & Service < 5 mins,,buhi1,Life Sciences,LSL Desk,Pennsylvania State University
3807156,8745225,,8/27/14 10:14,Reference,Contact Type,In-person,,buhi1,Life Sciences,LSL Desk,Pennsylvania State University
3807156,8745224,,8/27/14 10:14,Reference,Notes:,,,buhi1,Life Sciences,LSL Desk,Pennsylvania State University
3807159,8745232,,8/27/14 10:17,Reference,Question Type,Where is?,,buhi1,Life Sciences,LSL Desk,Pennsylvania State University
3807159,8745234,,8/27/14 10:17,Reference,Contact Type,In-person,,buhi1,Life Sciences,LSL Desk,Pennsylvania State University
3807159,8745233,,8/27/14 10:17,Reference,Notes:,,,buhi1,Life Sciences,LSL Desk,Pennsylvania State University
3807162,8745241,,8/27/14 10:18,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807162,8745243,,8/27/14 10:18,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807162,8745242,,8/27/14 10:18,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807163,8745244,,8/27/14 10:19,Reference,Question Type,Where is?,,pete7,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807163,8745245,,8/27/14 10:19,Reference,Question Type,Policy & Service < 5 mins,,pete7,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807163,8745247,,8/27/14 10:19,Reference,Contact Type,In-person,,pete7,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807163,8745246,,8/27/14 10:19,Reference,Notes:,,Looking for IT in KC.,pete7,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807164,8745248,,8/27/14 10:19,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807164,8745250,,8/27/14 10:19,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807164,8745249,,8/27/14 10:19,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807165,8745251,,8/27/14 10:20,Reference,Question Type,Reference 5 - 15 mins,,litz1,Education & Behavioral Sciences,EBSL Desk,Pennsylvania State University
3807165,8745253,,8/27/14 10:20,Reference,Contact Type,In-person,,litz1,Education & Behavioral Sciences,EBSL Desk,Pennsylvania State University
3807165,8745252,,8/27/14 10:20,Reference,Notes:,,,litz1,Education & Behavioral Sciences,EBSL Desk,Pennsylvania State University
3807166,8745254,,8/27/14 10:21,Reference,Question Type,Reference < 5 mins,,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807166,8745256,,8/27/14 10:21,Reference,Contact Type,In-person,,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807166,8745255,,8/27/14 10:21,Reference,Notes:,,,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807172,8745272,,8/27/14 10:23,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807172,8745274,,8/27/14 10:23,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807172,8745273,,8/27/14 10:23,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807173,8745275,,8/27/14 10:24,Reference,Question Type,Reference 5 - 15 mins,,meie1,Engineering,ENG Office,Pennsylvania State University
3807173,8745277,,8/27/14 10:24,Reference,Contact Type,In-person,,meie1,Engineering,ENG Office,Pennsylvania State University
3807173,8745276,,8/27/14 10:24,Reference,Notes:,,Patent,meie1,Engineering,ENG Office,Pennsylvania State University
3807173,8745278,,8/27/14 10:24,Reference,Service Location,Office,,meie1,Engineering,ENG Office,Pennsylvania State University
3807174,8745279,,8/27/14 10:24,Reference,Question Type,Technical problems < 5 mins,,buhi1,Life Sciences,LSL Desk,Pennsylvania State University
3807174,8745281,,8/27/14 10:24,Reference,Contact Type,In-person,,buhi1,Life Sciences,LSL Desk,Pennsylvania State University
3807174,8745280,,8/27/14 10:24,Reference,Notes:,,,buhi1,Life Sciences,LSL Desk,Pennsylvania State University
3807176,8745285,,8/27/14 10:25,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807176,8745287,,8/27/14 10:25,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807176,8745286,,8/27/14 10:25,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807177,8745288,,8/27/14 10:25,Reference,Question Type,Technical problems < 5 mins,,cole1,Research Hub,Research Hub Desk,Pennsylvania State University
3807177,8745290,,8/27/14 10:25,Reference,Contact Type,In-person,,cole1,Research Hub,Research Hub Desk,Pennsylvania State University
3807177,8745289,,8/27/14 10:25,Reference,Notes:,,,cole1,Research Hub,Research Hub Desk,Pennsylvania State University
3807178,8745291,,8/27/14 10:25,Reference,Question Type,Technical problems < 5 mins,,cole1,Research Hub,Research Hub Desk,Pennsylvania State University
3807178,8745293,,8/27/14 10:25,Reference,Contact Type,In-person,,cole1,Research Hub,Research Hub Desk,Pennsylvania State University
3807178,8745292,,8/27/14 10:25,Reference,Notes:,,,cole1,Research Hub,Research Hub Desk,Pennsylvania State University
3807179,8745294,,8/27/14 10:26,Reference,Question Type,Where is?,,pete7,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807179,8745295,,8/27/14 10:26,Reference,Question Type,Policy & Service < 5 mins,,pete7,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807179,8745309,,8/27/14 10:26,Reference,Contact Type,In-person,,pete7,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807179,8745307,,8/27/14 10:26,Reference,Notes:,,Is there a place to set up my WiFi Directed to the KC help desk.,pete7,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807180,8745296,,8/27/14 10:26,Reference,Question Type,Technical problems < 5 mins,,cole1,Research Hub,Research Hub Desk,Pennsylvania State University
3807180,8745315,,8/27/14 10:26,Reference,Contact Type,In-person,,cole1,Research Hub,Research Hub Desk,Pennsylvania State University
3807180,8745310,,8/27/14 10:26,Reference,Notes:,,,cole1,Research Hub,Research Hub Desk,Pennsylvania State University
3807181,8745297,,8/27/14 10:26,Reference,Question Type,Policy & Service < 5 mins,,morg2,News & Microforms,NML Desk,Pennsylvania State University
3807181,8745306,,8/27/14 10:26,Reference,Question Type,Technical problems < 5 mins,,morg2,News & Microforms,NML Desk,Pennsylvania State University
3807181,8745322,,8/27/14 10:26,Reference,Contact Type,In-person,,morg2,News & Microforms,NML Desk,Pennsylvania State University
3807181,8745316,,8/27/14 10:26,Reference,Notes:,,Epson scan ST200X as flatbed scanner,morg2,News & Microforms,NML Desk,Pennsylvania State University
3807184,8745299,,8/27/14 10:27,Patron Count,Patron Count,,28,litz1,Education & Behavioral Sciences,EBSL Desk,Pennsylvania State University
3807185,8745300,,8/27/14 10:27,Reference,Question Type,Where is?,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807185,8745321,,8/27/14 10:27,Reference,Contact Type,In-person,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807185,8745314,,8/27/14 10:27,Reference,Notes:,,,casw1,Welcome Desks,Central Welcome Desk,Pennsylvania State University
3807186,8745301,,8/27/14 10:27,Patron Count,Patron Count,,27,pete1,Engineering,ENG Desk,Pennsylvania State University
3807187,8745302,,8/27/14 10:28,Reference,Question Type,Where is?,,stri1,Knowledge Commons,KC Reference Desk 2,Pennsylvania State University
3807187,8745318,,8/27/14 10:28,Reference,Contact Type,In-person,,stri1,Knowledge Commons,KC Reference Desk 2,Pennsylvania State University
3807187,8745311,,8/27/14 10:28,Reference,Notes:,,,stri1,Knowledge Commons,KC Reference Desk 2,Pennsylvania State University
3807189,8745304,,8/27/14 10:29,Patron Count,Patron Count,,59,buhi1,Life Sciences,LSL Desk,Pennsylvania State University
3807221,8745409,,8/27/14 10:30,Patron Count,Patron Count,,56,morg2,News & Microforms,NML Desk,Pennsylvania State University
3807273,8745572,,8/27/14 10:30,Patron Count,Patron Count by Location,A&H MMC Desk,25,weav2,Arts & Humanities,A&H MMC Desk,Pennsylvania State University
3807190,8745305,,8/27/14 10:30,Reference,Question Type,Reference < 5 mins,,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807190,8745320,,8/27/14 10:30,Reference,Contact Type,In-person,,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807190,8745313,,8/27/14 10:30,Reference,Notes:,,,mova3,Physical & Mathematical Sciences,PAMS Desk,Pennsylvania State University
3807191,8745325,,8/27/14 10:30,Reference,Question Type,Where is?,,pete7,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807192,8745326,,8/27/14 10:30,Reference,Question Type,Policy & Service < 5 mins,,morg2,News & Microforms,NML Desk,Pennsylvania State University
3807191,8745327,,8/27/14 10:30,Reference,Question Type,Policy & Service < 5 mins,,pete7,Welcome Desks,East Welcome Desk,Pennsylvania State University
3807192,8745328,,8/27/14 10:30,Reference,Question Type,Technical problems < 5 mins,,morg2,News & Microforms,NML Desk,Pennsylvania State University
3807191,8745331,,8/27/14 10:30,Reference,Contact Type,In-person,,pete7,Welcome Desks,East Welcome Desk,Pennsylvania State University
